A	Coef	t	p.value	p.value.adj	F	F.p.value	group2 - group1
6.68	0.145	0.7	0.52639	1	0.49	0.52639	0
2.84	-0.004	-0.03	0.98109	1	0	0.98109	0
5.98	0.218	1.24	0.28747	1	1.54	0.28747	0
8.53	-0.344	-1.44	0.22946	1	2.07	0.22946	0
5.12	-0.168	-0.5	0.64586	1	0.25	0.64586	0
7.49	0.157	0.3	0.78244	1	0.09	0.78244	0
6.6	-0.705	-1.56	0.19989	1	2.43	0.19989	0
4.06	-0.255	-1.04	0.3604	1	1.09	0.3604	0
5.91	0.115	0.49	0.6494	1	0.24	0.6494	0
6.45	0.061	0.26	0.80556	1	0.07	0.80556	0
3.67	0.861	2.13	0.10601	1	4.54	0.10601	0
5.84	-0.495	-2.29	0.08907	1	5.27	0.08907	0
7.16	1.596	7.5	0.00232	1	56.28	0.00232	0
5.33	2.041	11.33	0.00054	0.919244	128.27	0.00054	0
8.2	-0.372	-0.68	0.53767	1	0.46	0.53767	0
4.57	-0.042	-0.26	0.81116	1	0.07	0.81116	0
7.56	2.838	7.43	0.0024	1	55.24	0.0024	0
6.3	-0.2	-0.97	0.38942	1	0.95	0.38942	0
6.51	0.177	0.27	0.79836	1	0.08	0.79836	0
6.32	-0.395	-1.23	0.29133	1	1.51	0.29133	0
7.58	0.224	0.53	0.62419	1	0.28	0.62419	0
6.72	0.402	1.76	0.15855	1	3.11	0.15855	0
6.74	0.001	0	0.99918	1	0	0.99918	0
5.87	-0.172	-0.68	0.5396	1	0.46	0.5396	0
7.05	-0.022	-0.07	0.94886	1	0	0.94886	0
5.33	0.256	0.59	0.58715	1	0.35	0.58715	0
5.45	-0.407	-1.34	0.25654	1	1.8	0.25654	0
5.18	0.145	0.58	0.59287	1	0.34	0.59287	0
6.49	-0.542	-2.55	0.06825	1	6.52	0.06825	0
3.39	-0.048	-0.25	0.81586	1	0.06	0.81586	0
5.6	1.144	1.73	0.16483	1	2.99	0.16483	0
5.16	1.128	1.89	0.13799	1	3.57	0.13799	0
5.85	0.156	0.39	0.71929	1	0.15	0.71929	0
5.48	0.054	0.33	0.75643	1	0.11	0.75643	0
4.52	-0.166	-0.9	0.42421	1	0.81	0.42421	0
3.86	0.318	1.46	0.22331	1	2.14	0.22331	0
7.17	-0.145	-0.74	0.50455	1	0.55	0.50455	0
5.39	0.108	0.48	0.65854	1	0.23	0.65854	0
6.89	0.737	1.2	0.30305	1	1.43	0.30305	0
5.33	0.054	0.34	0.75413	1	0.11	0.75413	0
6.03	0.48	2.04	0.11699	1	4.16	0.11699	0
5.62	0.406	2.5	0.07194	1	6.26	0.07194	0
5.4	2.134	3.28	0.03425	1	10.79	0.03425	0
7.6	-0.976	-0.97	0.39164	1	0.94	0.39164	0
4.78	0.541	2.99	0.04479	1	8.93	0.04479	0
5.96	-0.198	-0.57	0.6019	1	0.32	0.6019	0
3.89	-0.085	-0.55	0.6139	1	0.3	0.6139	0
5.39	-0.548	-0.97	0.38984	1	0.95	0.38984	0
5.04	-0.009	-0.04	0.97068	1	0	0.97068	0
5.23	-0.261	-1.24	0.28709	1	1.54	0.28709	0
5.56	0.066	0.25	0.81487	1	0.06	0.81487	0
4.77	-0.262	-0.78	0.48251	1	0.61	0.48251	0
4.66	0.43	1.29	0.27178	1	1.67	0.27178	0
6.38	-0.107	-0.29	0.79033	1	0.08	0.79033	0
3.74	0.184	0.78	0.48356	1	0.61	0.48356	0
4.1	0.068	0.35	0.74501	1	0.12	0.74501	0
6.98	0.523	1.31	0.26584	1	1.72	0.26584	0
8.64	0.303	1.89	0.13744	1	3.58	0.13744	0
5.86	-0.174	-0.42	0.70091	1	0.17	0.70091	0
3.93	-0.298	-1.64	0.18249	1	2.69	0.18249	0
7	-1.329	-1.86	0.14311	1	3.44	0.14311	0
4.29	-0.274	-0.66	0.54619	1	0.44	0.54619	0
4.71	0.253	1.36	0.25207	1	1.84	0.25207	0
5.79	0.35	0.61	0.57885	1	0.37	0.57885	0
6.28	-0.619	-1.93	0.13231	1	3.71	0.13231	0
6.57	-0.517	-0.66	0.54678	1	0.44	0.54678	0
2.96	-0.108	-0.64	0.56109	1	0.41	0.56109	0
5.01	-0.14	-0.47	0.66332	1	0.22	0.66332	0
6.36	0.137	0.7	0.52515	1	0.49	0.52515	0
3.2	-0.567	-2.04	0.11654	1	4.17	0.11654	0
6.97	0.197	0.94	0.40255	1	0.89	0.40255	0
7.72	0.113	0.54	0.62259	1	0.29	0.62259	0
6.49	0.532	1.57	0.19791	1	2.46	0.19791	0
5.54	0.038	0.19	0.8571	1	0.04	0.8571	0
4.89	-0.806	-0.88	0.43342	1	0.77	0.43342	0
6.74	0.729	2.34	0.08534	1	5.45	0.08534	0
4.12	-0.154	-0.73	0.51077	1	0.53	0.51077	0
5.85	0.341	1.18	0.3098	1	1.38	0.3098	0
6.29	-0.095	-0.56	0.60586	1	0.32	0.60586	0
6.1	-0.206	-0.58	0.59439	1	0.34	0.59439	0
6.43	0.977	1.57	0.19695	1	2.47	0.19695	0
5.46	-0.167	-0.42	0.69925	1	0.17	0.69925	0
6.26	-0.011	-0.05	0.96216	1	0	0.96216	0
7.09	-1.145	-1.28	0.27388	1	1.65	0.27388	0
7.15	0.26	0.85	0.44809	1	0.72	0.44809	0
4.8	-0.04	-0.15	0.88521	1	0.02	0.88521	0
4.67	0.336	1.21	0.29936	1	1.46	0.29936	0
7.37	-0.351	-2.18	0.10091	1	4.74	0.10091	0
6.55	-0.248	-0.89	0.42909	1	0.79	0.42909	0
5.94	-0.308	-1.29	0.27116	1	1.67	0.27116	0
3.44	-0.016	-0.08	0.94267	1	0.01	0.94267	0
2.83	-0.13	-0.79	0.47475	1	0.63	0.47475	0
4.93	0.222	1.25	0.28466	1	1.56	0.28466	0
6.74	0.101	0.6	0.58528	1	0.36	0.58528	0
4.64	0.356	1.94	0.13097	1	3.75	0.13097	0
6.82	0.266	1.24	0.28751	1	1.54	0.28751	0
5.39	-0.245	-0.45	0.68038	1	0.2	0.68038	0
6.18	-0.285	-1.4	0.23929	1	1.97	0.23929	0
7.83	-0.928	-1.38	0.24415	1	1.92	0.24415	0
4.76	-0.774	-1.13	0.32626	1	1.28	0.32626	0
6.06	-0.459	-0.78	0.48218	1	0.61	0.48218	0
6	-0.211	-1.11	0.33324	1	1.24	0.33324	0
6.02	0.39	1.59	0.19313	1	2.53	0.19313	0
3.15	0.205	1.31	0.26636	1	1.71	0.26636	0
5.16	1.805	1.86	0.14293	1	3.45	0.14293	0
5.38	-0.228	-0.98	0.38845	1	0.95	0.38845	0
6.22	0.985	1.22	0.29435	1	1.49	0.29435	0
7.8	0.23	0.69	0.53289	1	0.47	0.53289	0
5.65	-0.707	-1.77	0.1578	1	3.13	0.1578	0
6.16	-0.219	-1.27	0.27845	1	1.61	0.27845	0
8.17	1.032	2.64	0.0627	1	6.96	0.0627	0
3.26	-0.057	-0.35	0.74584	1	0.12	0.74584	0
6.64	-0.081	-0.47	0.66687	1	0.22	0.66687	0
5.97	-0.158	-0.69	0.53216	1	0.47	0.53216	0
6.78	-1.012	-2.58	0.06675	1	6.64	0.06675	0
8.63	-0.178	-0.8	0.47076	1	0.64	0.47076	0
5.86	-0.497	-1	0.37918	1	1	0.37918	0
6.09	0.176	0.67	0.54043	1	0.45	0.54043	0
6.4	-0.287	-0.96	0.39705	1	0.92	0.39705	0
6.75	-0.338	-1.42	0.23316	1	2.03	0.23316	0
4.98	0.665	1.63	0.18519	1	2.65	0.18519	0
6.71	-1.157	-0.91	0.41814	1	0.83	0.41814	0
5.93	0.095	0.39	0.71684	1	0.15	0.71684	0
6.49	0.063	0.12	0.91122	1	0.01	0.91122	0
4.83	-0.221	-0.38	0.72684	1	0.14	0.72684	0
2.96	0.098	0.64	0.55906	1	0.41	0.55906	0
6.67	0.011	0.05	0.96356	1	0	0.96356	0
4.55	-0.192	-0.47	0.66407	1	0.22	0.66407	0
7.32	-2.323	-1.33	0.2609	1	1.76	0.2609	0
3.25	0.157	1	0.38036	1	0.99	0.38036	0
6.18	0.335	0.63	0.56718	1	0.39	0.56718	0
6.55	0.523	2.29	0.08987	1	5.23	0.08987	0
4.75	-0.246	-0.64	0.56157	1	0.41	0.56157	0
7.37	0.308	1.28	0.27359	1	1.65	0.27359	0
4.33	-0.159	-0.97	0.39246	1	0.94	0.39246	0
4.97	0.018	0.1	0.92553	1	0.01	0.92553	0
7.61	-0.122	-0.17	0.87663	1	0.03	0.87663	0
5.83	0.304	0.77	0.48619	1	0.6	0.48619	0
3.18	-0.132	-0.82	0.46186	1	0.67	0.46186	0
7.21	-0.652	-1.1	0.33896	1	1.2	0.33896	0
5.96	-0.154	-0.47	0.66776	1	0.22	0.66776	0
5.11	0.322	1.7	0.16976	1	2.9	0.16976	0
6.23	-0.45	-1.82	0.14961	1	3.3	0.14961	0
6.09	0.108	0.3	0.7774	1	0.09	0.7774	0
6.1	-0.678	-3.52	0.02799	1	12.38	0.02799	0
3.24	0.105	0.6	0.58149	1	0.36	0.58149	0
5.22	-0.035	-0.13	0.90047	1	0.02	0.90047	0
3.62	-0.06	-0.39	0.71744	1	0.15	0.71744	0
5.94	0.814	2.87	0.05029	1	8.21	0.05029	0
5.82	-0.241	-1.34	0.25786	1	1.79	0.25786	0
6.08	1.342	5.21	0.00807	1	27.14	0.00807	0
5.43	-0.039	-0.14	0.89883	1	0.02	0.89883	0
6.78	1.736	1.86	0.14303	1	3.45	0.14303	0
5.88	-0.206	-0.31	0.77508	1	0.09	0.77508	0
7.07	0.006	0.02	0.98254	1	0	0.98254	0
7.91	0.347	0.27	0.80133	1	0.07	0.80133	0
6.85	-0.64	-1.9	0.13622	1	3.61	0.13622	0
3.09	0.095	0.46	0.6732	1	0.21	0.6732	0
3.41	-0.03	-0.17	0.87147	1	0.03	0.87147	0
4.45	0.018	0.08	0.93707	1	0.01	0.93707	0
6.58	-0.105	-0.52	0.63584	1	0.27	0.63584	0
3.83	0.227	1.29	0.27266	1	1.66	0.27266	0
5	0.264	1.22	0.29485	1	1.49	0.29485	0
6.02	0.274	0.66	0.54679	1	0.44	0.54679	0
6.64	-0.752	-2.6	0.06516	1	6.76	0.06516	0
6.1	-0.686	-2.08	0.1123	1	4.31	0.1123	0
5.35	0.633	1.24	0.28739	1	1.54	0.28739	0
6.59	-0.331	-1.25	0.28552	1	1.56	0.28552	0
4.87	0.001	0	0.99686	1	0	0.99686	0
3.28	-0.301	-1.14	0.32197	1	1.31	0.32197	0
7.04	-0.286	-0.52	0.63424	1	0.27	0.63424	0
6.21	-0.325	-0.9	0.42454	1	0.8	0.42454	0
6.53	-0.848	-3.58	0.02647	1	12.85	0.02647	0
6.16	-0.436	-2	0.12191	1	4.01	0.12191	0
3.98	-0.808	-1.46	0.22487	1	2.12	0.22487	0
3.46	-0.203	-0.56	0.60649	1	0.32	0.60649	0
6.03	0.446	1.92	0.13292	1	3.7	0.13292	0
4.73	0	0	0.99893	1	0	0.99893	0
6.53	-1.022	-1.6	0.19153	1	2.55	0.19153	0
4.77	0.412	1.33	0.25886	1	1.78	0.25886	0
3.04	-0.124	-0.65	0.55174	1	0.43	0.55174	0
8.13	-0.73	-3.87	0.02101	1	14.95	0.02101	0
6.49	-0.319	-1.72	0.16642	1	2.96	0.16642	0
8.28	-0.88	-2.02	0.11946	1	4.08	0.11946	0
4.72	0.087	0.18	0.86842	1	0.03	0.86842	0
5.49	0.085	0.54	0.62177	1	0.29	0.62177	0
3.34	0.141	0.53	0.62672	1	0.28	0.62672	0
4.74	-0.099	-0.33	0.75639	1	0.11	0.75639	0
9.37	0.111	0.36	0.73841	1	0.13	0.73841	0
3.56	0.254	1.05	0.35697	1	1.11	0.35697	0
5.09	1.394	1.04	0.36088	1	1.09	0.36088	0
5.98	-0.174	-0.48	0.65715	1	0.23	0.65715	0
4.9	-0.517	-3.07	0.04149	1	9.44	0.04149	0
6.11	-0.321	-0.42	0.69867	1	0.18	0.69867	0
7.21	-0.003	-0.01	0.99549	1	0	0.99549	0
5.18	0.067	0.44	0.68603	1	0.19	0.68603	0
3.31	-0.068	-0.43	0.69028	1	0.19	0.69028	0
3.14	-0.058	-0.31	0.77572	1	0.09	0.77572	0
5.27	-0.383	-0.93	0.40781	1	0.87	0.40781	0
4.95	-0.594	-1.07	0.34906	1	1.15	0.34906	0
5.66	1.809	2.2	0.098	1	4.86	0.098	0
5.89	-0.077	-0.34	0.7503	1	0.12	0.7503	0
6.03	-0.073	-0.11	0.91661	1	0.01	0.91661	0
3.98	-0.034	-0.19	0.85992	1	0.04	0.85992	0
4.65	0.431	2.08	0.11183	1	4.33	0.11183	0
4.83	0.025	0.11	0.91761	1	0.01	0.91761	0
5.33	0.252	0.5	0.64665	1	0.25	0.64665	0
4	-0.836	-1.6	0.19178	1	2.55	0.19178	0
3.87	-0.019	-0.08	0.93832	1	0.01	0.93832	0
6.61	0.187	0.66	0.551	1	0.43	0.551	0
5.03	0.129	0.67	0.54295	1	0.45	0.54295	0
5.02	-0.039	-0.1	0.92457	1	0.01	0.92457	0
3.71	-0.646	-1.47	0.22151	1	2.16	0.22151	0
5.76	0.004	0.02	0.98487	1	0	0.98487	0
5.54	-0.081	-0.39	0.71753	1	0.15	0.71753	0
6.82	-0.261	-1.32	0.26337	1	1.74	0.26337	0
4.96	-0.019	-0.05	0.96086	1	0	0.96086	0
5.57	-0.009	-0.06	0.956	1	0	0.956	0
6.51	-0.032	-0.15	0.89123	1	0.02	0.89123	0
6.33	0.217	1.41	0.23707	1	1.99	0.23707	0
3.39	-0.051	-0.2	0.84943	1	0.04	0.84943	0
5.73	0.225	0.44	0.68336	1	0.2	0.68336	0
5.79	0.062	0.19	0.85805	1	0.04	0.85805	0
6.96	0.271	1.46	0.22451	1	2.12	0.22451	0
9.35	0.779	1.85	0.14378	1	3.43	0.14378	0
5.94	-0.106	-0.27	0.80503	1	0.07	0.80503	0
5.63	0.201	0.9	0.42367	1	0.81	0.42367	0
6.06	-0.476	-0.65	0.55599	1	0.42	0.55599	0
6.83	-0.19	-0.83	0.45586	1	0.69	0.45586	0
2.95	0.149	0.87	0.43778	1	0.76	0.43778	0
5.9	-0.896	-2.86	0.05048	1	8.19	0.05048	0
6.84	-0.682	-1.51	0.21149	1	2.28	0.21149	0
5.66	-0.448	-1.95	0.12874	1	3.81	0.12874	0
4.93	-0.335	-1.19	0.30417	1	1.42	0.30417	0
4.69	0.251	1.63	0.1836	1	2.67	0.1836	0
5.26	-0.028	-0.15	0.89183	1	0.02	0.89183	0
5.19	-0.102	-0.43	0.69288	1	0.18	0.69288	0
4.75	-0.336	-0.62	0.57092	1	0.39	0.57092	0
5.29	0.226	1.32	0.26193	1	1.75	0.26193	0
6.95	-0.38	-0.77	0.48625	1	0.6	0.48625	0
4.9	-0.107	-0.2	0.84918	1	0.04	0.84918	0
4.59	-0.207	-1.29	0.27254	1	1.66	0.27254	0
6.24	-0.639	-1.35	0.25251	1	1.84	0.25251	0
6.07	-0.23	-0.76	0.49337	1	0.58	0.49337	0
5.01	0.184	1.13	0.32629	1	1.28	0.32629	0
8.17	-0.354	-1.16	0.3157	1	1.35	0.3157	0
6.04	0.149	0.39	0.71776	1	0.15	0.71776	0
6.42	2.383	2.18	0.10026	1	4.76	0.10026	0
3.5	-0.324	-1.99	0.12402	1	3.94	0.12402	0
6.1	-0.03	-0.13	0.90538	1	0.02	0.90538	0
3.16	0.247	1.6	0.19084	1	2.56	0.19084	0
8.35	0.838	4.24	0.0158	1	17.95	0.0158	0
7.39	0.22	0.73	0.50849	1	0.53	0.50849	0
5.89	-0.121	-0.68	0.53685	1	0.46	0.53685	0
5.91	-0.411	-0.9	0.42294	1	0.81	0.42294	0
6.45	-1.218	-1.16	0.31631	1	1.34	0.31631	0
6.17	0.103	0.23	0.83163	1	0.05	0.83163	0
5.25	0.758	3.55	0.02728	1	12.59	0.02728	0
6.07	1.41	1.14	0.32166	1	1.31	0.32166	0
6.38	0.445	2.06	0.11433	1	4.25	0.11433	0
5.84	-0.044	-0.18	0.8686	1	0.03	0.8686	0
6.44	-1.57	-2.56	0.068	1	6.54	0.068	0
6.62	0.434	1.89	0.13818	1	3.56	0.13818	0
3.05	-0.283	-1.59	0.19378	1	2.52	0.19378	0
5.03	0.007	0.04	0.96668	1	0	0.96668	0
5.69	-0.096	-0.6	0.58289	1	0.36	0.58289	0
5.34	-0.196	-0.55	0.61281	1	0.3	0.61281	0
5.24	-0.138	-0.48	0.66126	1	0.23	0.66126	0
8	-0.348	-0.46	0.67306	1	0.21	0.67306	0
6.94	-0.486	-1.72	0.16605	1	2.97	0.16605	0
6.62	0.753	2.1	0.10905	1	4.43	0.10905	0
4.32	0.153	0.91	0.41728	1	0.83	0.41728	0
5.54	-1.493	-1.35	0.2532	1	1.83	0.2532	0
5.39	-0.488	-1.11	0.33409	1	1.23	0.33409	0
6.12	0.709	1.09	0.3434	1	1.18	0.3434	0
3.11	0.113	0.71	0.51734	1	0.51	0.51734	0
3.49	0.005	0.03	0.97451	1	0	0.97451	0
6.65	-0.606	-1.53	0.206	1	2.35	0.206	0
3.14	-0.012	-0.06	0.95541	1	0	0.95541	0
5.48	0.601	1.21	0.29896	1	1.46	0.29896	0
5.73	0.049	0.29	0.78679	1	0.08	0.78679	0
3.83	-0.114	-0.47	0.6624	1	0.22	0.6624	0
3.24	-0.147	-0.53	0.62788	1	0.28	0.62788	0
6.35	1.603	2.26	0.09261	1	5.1	0.09261	0
6.91	0.377	0.71	0.51803	1	0.51	0.51803	0
5.36	-0.432	-1.47	0.22242	1	2.15	0.22242	0
3.36	0.164	1.04	0.36166	1	1.08	0.36166	0
7.85	-0.14	-0.51	0.64196	1	0.26	0.64196	0
3.97	0.503	1.8	0.1529	1	3.23	0.1529	0
6.25	0.005	0.03	0.97667	1	0	0.97667	0
6.34	0.07	0.07	0.9455	1	0.01	0.9455	0
5.69	0.11	0.61	0.5794	1	0.37	0.5794	0
6.93	0.27	0.6	0.58603	1	0.35	0.58603	0
6.35	0.144	0.56	0.60663	1	0.32	0.60663	0
4.25	0.159	0.7	0.52652	1	0.49	0.52652	0
6.81	-0.092	-0.22	0.84021	1	0.05	0.84021	0
5.73	-0.09	-0.28	0.79627	1	0.08	0.79627	0
9.02	-1.119	-1.4	0.24048	1	1.95	0.24048	0
6.41	-0.517	-2.75	0.05613	1	7.57	0.05613	0
6.46	0.037	0.23	0.82854	1	0.05	0.82854	0
4.23	-0.82	-1.38	0.2456	1	1.9	0.2456	0
5.22	0.048	0.16	0.88166	1	0.03	0.88166	0
5.04	0.121	0.33	0.76223	1	0.11	0.76223	0
5.93	-0.168	-0.55	0.61242	1	0.31	0.61242	0
5.9	0.022	0.09	0.93004	1	0.01	0.93004	0
6.59	0.77	0.46	0.67273	1	0.21	0.67273	0
5.79	0.754	1.38	0.24543	1	1.9	0.24543	0
4.81	0.203	1.01	0.37253	1	1.03	0.37253	0
6.69	0.051	0.28	0.79616	1	0.08	0.79616	0
4.37	-0.065	-0.34	0.75145	1	0.12	0.75145	0
5.51	0.936	1.33	0.25876	1	1.78	0.25876	0
7.16	-0.351	-1.69	0.17321	1	2.84	0.17321	0
6.82	-0.168	-0.98	0.38871	1	0.95	0.38871	0
6.8	-0.216	-1.04	0.36197	1	1.08	0.36197	0
7.09	-0.671	-1.16	0.31406	1	1.36	0.31406	0
7.2	-0.273	-1.19	0.30382	1	1.42	0.30382	0
4.35	-0.374	-2.1	0.10923	1	4.42	0.10923	0
5.36	0.113	0.5	0.64348	1	0.25	0.64348	0
4.95	0.393	0.65	0.55588	1	0.42	0.55588	0
4.89	0.02	0.12	0.90859	1	0.02	0.90859	0
6.08	0.102	0.49	0.65475	1	0.24	0.65475	0
4.67	-0.364	-2.27	0.09102	1	5.17	0.09102	0
3.9	-0.586	-0.95	0.40106	1	0.9	0.40106	0
8.14	-0.672	-1.44	0.22967	1	2.07	0.22967	0
5.14	0.338	0.24	0.82158	1	0.06	0.82158	0
4.74	-0.382	-1.39	0.24321	1	1.93	0.24321	0
6.51	-0.257	-1	0.37873	1	1	0.37873	0
5.05	0.157	0.44	0.68186	1	0.2	0.68186	0
3.63	-0.465	-1.35	0.25383	1	1.82	0.25383	0
5.16	0.09	0.45	0.67723	1	0.2	0.67723	0
6.51	-0.269	-0.82	0.46016	1	0.68	0.46016	0
4.27	0.017	0.09	0.93416	1	0.01	0.93416	0
5.72	-0.115	-0.42	0.70102	1	0.17	0.70102	0
5.34	-0.029	-0.16	0.88194	1	0.03	0.88194	0
6.33	-0.358	-0.61	0.57457	1	0.38	0.57457	0
3.37	0.045	0.26	0.80521	1	0.07	0.80521	0
5.79	-0.062	-0.39	0.72083	1	0.15	0.72083	0
7.01	-0.201	-0.51	0.63756	1	0.26	0.63756	0
5.64	-0.053	-0.15	0.88788	1	0.02	0.88788	0
6.48	-0.025	-0.15	0.88979	1	0.02	0.88979	0
7.32	-0.247	-1.14	0.32164	1	1.31	0.32164	0
5.84	-0.359	-1.32	0.26287	1	1.74	0.26287	0
6.99	-0.167	-0.48	0.65972	1	0.23	0.65972	0
5.09	-0.255	-0.82	0.46036	1	0.68	0.46036	0
9.28	-0.425	-1.07	0.34824	1	1.15	0.34824	0
6.15	0.172	0.14	0.89368	1	0.02	0.89368	0
4.71	0.088	0.55	0.61109	1	0.31	0.61109	0
4.66	0.022	0.12	0.91442	1	0.01	0.91442	0
4.86	0.292	1.45	0.22568	1	2.11	0.22568	0
3.95	0.018	0.09	0.93433	1	0.01	0.93433	0
4.92	0.06	0.29	0.78825	1	0.08	0.78825	0
4.92	0.049	0.25	0.81461	1	0.06	0.81461	0
5.4	-0.139	-0.35	0.74797	1	0.12	0.74797	0
6.04	-0.18	-0.84	0.45054	1	0.71	0.45054	0
5.95	-0.672	-1.38	0.24669	1	1.89	0.24669	0
6.72	0.027	0.09	0.93332	1	0.01	0.93332	0
4.96	0.152	0.38	0.72314	1	0.15	0.72314	0
6.5	-0.498	-1.19	0.30467	1	1.42	0.30467	0
5.81	-0.094	-0.43	0.69285	1	0.18	0.69285	0
5.71	0.07	0.44	0.68738	1	0.19	0.68738	0
3.25	-0.02	-0.12	0.90965	1	0.01	0.90965	0
3.01	-0.093	-0.42	0.69449	1	0.18	0.69449	0
4.92	0.007	0.05	0.96516	1	0	0.96516	0
6.11	-0.185	-1.1	0.3375	1	1.21	0.3375	0
4.81	-0.271	-0.98	0.38749	1	0.96	0.38749	0
3.94	-0.053	-0.14	0.89784	1	0.02	0.89784	0
4.98	0.329	1.47	0.2225	1	2.15	0.2225	0
5.58	0.103	0.51	0.63645	1	0.26	0.63645	0
5.63	0.179	0.96	0.39556	1	0.92	0.39556	0
4.84	0.069	0.4	0.70865	1	0.16	0.70865	0
5.87	0.011	0.06	0.95779	1	0	0.95779	0
5.12	0.928	1.23	0.29144	1	1.51	0.29144	0
4.99	-0.225	-1.03	0.36705	1	1.05	0.36705	0
5.59	0.015	0.09	0.93194	1	0.01	0.93194	0
4.69	-1.333	-1.01	0.37511	1	1.02	0.37511	0
5.96	0	0	0.99851	1	0	0.99851	0
6.06	0.053	0.19	0.85927	1	0.04	0.85927	0
5.34	-0.343	-1.25	0.28476	1	1.56	0.28476	0
6.47	-0.303	-1.63	0.18491	1	2.65	0.18491	0
4.88	0.107	0.46	0.6744	1	0.21	0.6744	0
8.1	-0.014	-0.02	0.98494	1	0	0.98494	0
7.26	0.051	0.27	0.79823	1	0.08	0.79823	0
2.94	0.101	0.6	0.58491	1	0.36	0.58491	0
5.02	0.349	2.2	0.09894	1	4.82	0.09894	0
6.86	0.637	0.44	0.68161	1	0.2	0.68161	0
6.74	-0.067	-0.3	0.78237	1	0.09	0.78237	0
7.35	-0.884	-1.45	0.22605	1	2.11	0.22605	0
6.37	0.353	1.36	0.25204	1	1.84	0.25204	0
5.84	0.11	0.19	0.86017	1	0.04	0.86017	0
6.36	0.441	0.44	0.68482	1	0.19	0.68482	0
4.98	-0.134	-0.73	0.50876	1	0.53	0.50876	0
5.95	0.716	1.42	0.23402	1	2.02	0.23402	0
4.58	0.004	0.01	0.99248	1	0	0.99248	0
7.32	0.173	0.76	0.49338	1	0.58	0.49338	0
5.41	-0.222	-0.89	0.42964	1	0.78	0.42964	0
6.51	0.037	0.22	0.83729	1	0.05	0.83729	0
4.79	-0.439	-0.92	0.41359	1	0.85	0.41359	0
6.31	0.31	1.92	0.13403	1	3.67	0.13403	0
5.39	0.2	0.47	0.66425	1	0.22	0.66425	0
5.1	-0.005	-0.03	0.97639	1	0	0.97639	0
6.25	0.149	0.54	0.61865	1	0.29	0.61865	0
5.7	0.064	0.25	0.81415	1	0.06	0.81415	0
5.6	0.374	0.65	0.55332	1	0.42	0.55332	0
5.58	0.055	0.31	0.77116	1	0.1	0.77116	0
6.16	-0.25	-1.23	0.29125	1	1.51	0.29125	0
6.48	0.154	0.92	0.41574	1	0.84	0.41574	0
5.06	-0.136	-0.77	0.48833	1	0.59	0.48833	0
5.16	0.283	1.28	0.2765	1	1.63	0.2765	0
4.2	0.066	0.17	0.8736	1	0.03	0.8736	0
5.48	-0.423	-2.45	0.07616	1	5.98	0.07616	0
4.58	-0.383	-1.55	0.20275	1	2.39	0.20275	0
4.83	0.195	1.23	0.29105	1	1.52	0.29105	0
5.36	-0.36	-0.96	0.39722	1	0.92	0.39722	0
5.34	-0.678	-0.78	0.48036	1	0.61	0.48036	0
4.19	-0.002	-0.01	0.99451	1	0	0.99451	0
6.76	0.396	2.57	0.06706	1	6.61	0.06706	0
5.83	0.263	1.07	0.35109	1	1.14	0.35109	0
6.83	0.861	0.66	0.54713	1	0.44	0.54713	0
3.86	0.138	0.61	0.57967	1	0.37	0.57967	0
3.84	-0.179	-0.86	0.44227	1	0.74	0.44227	0
4.4	0.112	0.65	0.55374	1	0.42	0.55374	0
7.62	-1.118	-2.2	0.0988	1	4.82	0.0988	0
4.67	0.74	3.88	0.02083	1	15.04	0.02083	0
3.76	0.494	1.22	0.29617	1	1.48	0.29617	0
5.78	-0.807	-0.34	0.75237	1	0.12	0.75237	0
6.27	-0.437	-1.05	0.35761	1	1.1	0.35761	0
5.59	0.385	2.45	0.07546	1	6.03	0.07546	0
3.21	0.124	0.4	0.71138	1	0.16	0.71138	0
4.41	-0.075	-0.39	0.71737	1	0.15	0.71737	0
4.19	-0.065	-0.21	0.84238	1	0.05	0.84238	0
4.6	0.008	0.04	0.96841	1	0	0.96841	0
5.62	-0.046	-0.3	0.78131	1	0.09	0.78131	0
5.24	-0.19	-0.48	0.65865	1	0.23	0.65865	0
5.61	0.136	0.8	0.4717	1	0.64	0.4717	0
7.33	-0.189	-1.01	0.37605	1	1.01	0.37605	0
4.64	0.078	0.31	0.77299	1	0.1	0.77299	0
5.93	0.031	0.21	0.84837	1	0.04	0.84837	0
5.85	0.26	1.41	0.23631	1	2	0.23631	0
3.63	0.434	2.52	0.07035	1	6.37	0.07035	0
5.97	0.199	0.43	0.69032	1	0.19	0.69032	0
5.92	1.047	2.97	0.04545	1	8.84	0.04545	0
3.84	-0.194	-0.64	0.5585	1	0.41	0.5585	0
6.28	-1.058	-2.24	0.09425	1	5.02	0.09425	0
5.8	0.331	1.39	0.24259	1	1.93	0.24259	0
8.85	-0.226	-0.29	0.78611	1	0.09	0.78611	0
5.15	0.514	2.05	0.11559	1	4.2	0.11559	0
4.28	0.385	2.42	0.07828	1	5.85	0.07828	0
3.06	0.088	0.54	0.62229	1	0.29	0.62229	0
6.7	-0.2	-0.4	0.70882	1	0.16	0.70882	0
4.42	0.138	0.87	0.4353	1	0.76	0.4353	0
7.81	0.499	0.62	0.57221	1	0.38	0.57221	0
6.74	0.118	0.63	0.5661	1	0.4	0.5661	0
5.09	0.285	1.41	0.2379	1	1.98	0.2379	0
